CNS_chr,CNS_start,CNS_end,CNS_name,overlap_or_near_sv,SV_Type,Length_SV,gene_name,expression,DEG_MSU_ID,Trait Class,FC_with_SV/without_SV,Average FPKM of genes with SV,Average FPKM of genes without SV,Distance_between_CNS_and_SV,Distance_between_CNS_and_DEG,Distance_between_CNS_and_callus_DHS,Distance_between_CNS_and_seedling_DHS,Distance_between_CNS_and_plantDHS,Distance_between_CNS_and_motif_TFBS,Distance_between_CNS_and_CE_TFBS,Distance_between_CNS_and_Fun_TFBS
1,693387,693506,Os01g0112800_cns007,SV339,Undefined_DEL,16178,NA,up,LOC_Os01g02250,NA,24.82576401,0.011277887,4.54E-04,1272,0,3156,7736,4904,9,7044,340
1,693621,693709,Os01g0112800_cns008,SV339,Undefined_DEL,16178,NA,up,LOC_Os01g02250,NA,24.82576401,0.011277887,4.54E-04,1069,0,3390,7970,5138,243,7278,574
1,693716,693913,Os01g0112800_cns009,SV339,Undefined_DEL,16178,NA,up,LOC_Os01g02250,NA,24.82576401,0.011277887,4.54E-04,865,0,3485,8065,5233,338,7373,669
1,712846,712908,Os01g0113150_cns001,SV339,Undefined_DEL,16178,NA,up,LOC_Os01g02250,NA,24.82576401,0.011277887,4.54E-04,1890,18832,6232,6272,2972,229,1854,6729
1,712930,712988,Os01g0113150_cns002,SV339,Undefined_DEL,16178,NA,up,LOC_Os01g02250,NA,24.82576401,0.011277887,4.54E-04,1974,18916,6152,6192,2892,149,1938,6649
1,747064,747106,Os01g0113800_cns001,SV379,INS,235,NA,down,LOC_Os01g02360,NA,0.306064995,0.645461583,2.108903647,627,0,1693,1733,2299,229,1307,2180
1,747064,747106,Os01g0113800_cns001,SV379,INS,235,NA,down,LOC_Os01g02360,NA,0.38102244,0.38953735,1.022347528,627,0,1693,1733,2299,229,1307,2180
1,747131,747149,Os01g0113800_cns002,SV379,INS,235,NA,down,LOC_Os01g02360,NA,0.306064995,0.645461583,2.108903647,694,0,1760,1800,2256,296,1264,2137
1,747131,747149,Os01g0113800_cns002,SV379,INS,235,NA,down,LOC_Os01g02360,NA,0.38102244,0.38953735,1.022347528,694,0,1760,1800,2256,296,1264,2137
1,794135,794152,Os01g0114800_cns001,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,2.906449132,0.428093833,0.147291012,1120,346,4684,5628,2468,0,391,432
1,794135,794152,Os01g0114800_cns001,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,7.472608932,0.670499133,0.089727582,1120,346,4684,5628,2468,0,391,432
1,794135,794152,Os01g0114800_cns001,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,7.356891045,0.505094538,0.068655976,1120,346,4684,5628,2468,0,391,432
1,794135,794152,Os01g0114800_cns001,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,2.906449132,0.428093833,0.147291012,1120,1723,4684,5628,2468,0,391,432
1,794135,794152,Os01g0114800_cns001,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,7.472608932,0.670499133,0.089727582,1120,1723,4684,5628,2468,0,391,432
1,794135,794152,Os01g0114800_cns001,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,7.356891045,0.505094538,0.068655976,1120,1723,4684,5628,2468,0,391,432
1,794162,794228,Os01g0114800_cns002,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,2.906449132,0.428093833,0.147291012,1147,270,4711,5552,2392,0,315,459
1,794162,794228,Os01g0114800_cns002,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,7.472608932,0.670499133,0.089727582,1147,270,4711,5552,2392,0,315,459
1,794162,794228,Os01g0114800_cns002,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,7.356891045,0.505094538,0.068655976,1147,270,4711,5552,2392,0,315,459
1,794162,794228,Os01g0114800_cns002,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,2.906449132,0.428093833,0.147291012,1147,1750,4711,5552,2392,0,315,459
1,794162,794228,Os01g0114800_cns002,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,7.472608932,0.670499133,0.089727582,1147,1750,4711,5552,2392,0,315,459
1,794162,794228,Os01g0114800_cns002,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,7.356891045,0.505094538,0.068655976,1147,1750,4711,5552,2392,0,315,459
1,794419,794498,Os01g0114800_cns003,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,2.906449132,0.428093833,0.147291012,1404,0,4968,5282,2122,45,45,716
1,794419,794498,Os01g0114800_cns003,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,7.472608932,0.670499133,0.089727582,1404,0,4968,5282,2122,45,45,716
1,794419,794498,Os01g0114800_cns003,SV434,Undefined_DEL,61,RLCK9,up,LOC_Os01g02460,NA,7.356891045,0.505094538,0.068655976,1404,0,4968,5282,2122,45,45,716
1,794419,794498,Os01g0114800_cns003,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,2.906449132,0.428093833,0.147291012,1404,2007,4968,5282,2122,45,45,716
1,794419,794498,Os01g0114800_cns003,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,7.472608932,0.670499133,0.089727582,1404,2007,4968,5282,2122,45,45,716
1,794419,794498,Os01g0114800_cns003,SV434,Undefined_DEL,61,NA,up,LOC_Os01g02440,NA,7.356891045,0.505094538,0.068655976,1404,2007,4968,5282,2122,45,45,716
1,847409,847449,Os01g0115600_cns003,SV464,Undefined_DEL,3089,RLK19,up,LOC_Os01g02570,NA,4.366228313,0.6153758,0.140939904,341,4799,11,531,49,190,1191,1108
1,848514,848636,Os01g0115600_cns004,SV464,Undefined_DEL,3089,RLK19,up,LOC_Os01g02570,NA,4.366228313,0.6153758,0.140939904,0,3612,383,383,294,0,4,0
1,848680,848705,Os01g0115600_cns005,SV464,Undefined_DEL,3089,RLK19,up,LOC_Os01g02570,NA,4.366228313,0.6153758,0.140939904,0,3543,549,549,460,0,0,102
1,855093,855133,Os01g0115725_cns001,SV472,INS,39515,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,1223,524,447,2,0,33,2032,41
1,855093,855133,Os01g0115725_cns001,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,1224,524,447,2,0,33,2032,41
1,855213,855310,Os01g0115725_cns002,SV472,INS,39515,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,1046,644,270,122,46,153,2152,161
1,855213,855310,Os01g0115725_cns002,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,1047,644,270,122,46,153,2152,161
1,855946,855972,Os01g0115725_cns003,SV472,INS,39515,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,384,1377,168,148,11,0,2400,553
1,855946,855972,Os01g0115725_cns003,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,385,1377,168,148,11,0,2400,553
1,863113,863274,Os01g0115800_cns001,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,0,8544,1382,1322,1235,417,564,6566
1,863357,863815,Os01g0115800_cns002,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,0,8788,1405,1425,1384,23,23,6810
1,867985,869054,Os01g0116100_cns001,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,0,13416,826,826,775,0,0,1665
1,904998,905195,Os01g0116200_cns001,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,0,50429,23985,17925,634,0,5367,0
1,905283,905346,Os01g0116200_cns002,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,0,50714,23834,17774,483,0,5216,234
1,905367,905401,Os01g0116200_cns003,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,0,50798,23779,17719,428,54,5161,318
1,910790,910853,Os01g0116200_cns004,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,0,56221,18327,12267,4672,21,145,47
1,910790,910853,Os01g0116200_cns004,SV502,Undefined_DEL,56,RLCK13,up,LOC_Os01g02680,NA,21.39412311,1.380332667,0.064519245,36,881,18327,12267,4672,21,145,47
1,910998,911070,Os01g0116200_cns005,SV473,Undefined_DEL,55356,RLK19,up,LOC_Os01g02570,NA,3.535574581,6.0796675,1.719569864,0,56429,18110,12050,4880,0,0,21
1,910998,911070,Os01g0116200_cns005,SV502,Undefined_DEL,56,RLCK13,up,LOC_Os01g02680,NA,21.39412311,1.380332667,0.064519245,53,664,18110,12050,4880,0,0,21
1,955192,955238,Os01g0116900_cns025,SV540,Undefined_DEL,256,NA,up,LOC_Os01g02750,NA,5.897153678,5.985237143,1.014936607,187,0,1782,2142,2026,27,595,335
1,999882,999897,Os01g0117700_cns003,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,1915,2561,1951,1991,1841,123,807,7071
1,1002506,1002536,Os01g0117700_cns004,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,693,0,55,395,353,114,1105,4432
1,1002541,1002585,Os01g0117700_cns005,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,728,0,90,430,388,65,1056,4383
1,1002687,1002732,Os01g0117700_cns006,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,874,0,236,576,534,25,909,4236
1,1002889,1002934,Os01g0117700_cns007,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,1076,0,438,778,736,0,707,4034
1,1002954,1002999,Os01g0117700_cns008,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,1141,0,503,843,801,33,642,3969
1,1003054,1003146,Os01g0117700_cns009,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,1241,0,603,943,901,0,495,3822
1,1003150,1003220,Os01g0117700_cns010,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,1337,0,699,1039,997,4,421,3748
1,1003330,1003410,Os01g0117700_cns011,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,1517,0,879,1219,1177,49,231,3558
1,1003628,1003678,Os01g0117700_cns012,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,1815,0,1177,1517,1475,0,0,3290
1,1003743,1003882,Os01g0117700_cns013,SV569,INS,121,NA,up,LOC_Os01g02860,NA,4.088361696,1.292341353,0.3161025,1930,0,1292,1632,1590,80,80,3086
1,1449104,1449120,Os01g0126401_cns003,SV828,Undefined_DEL,5673,NA,up,LOC_Os01g03570,NA,4.11852267,13.0304,3.163852926,1691,0,1180,2233,2190,492,492,2152
1,1449104,1449120,Os01g0126401_cns003,SV828,Undefined_DEL,5673,NA,up,LOC_Os01g03570,NA,18.74108418,7.18491,0.3833775,1691,0,1180,2233,2190,492,492,2152
1,1488893,1488947,Os01g0126900_cns001,SV856,INS,153,LPR3|OsLPR3,up,LOC_Os01g03630,001 _ 生化学的性質 : Biochemical character,7.439620293,0.1372384,0.018446963,165,1525,2,993,852,46,70,664
1,1604113,1604266,Os01g0128800_cns010,SV905,INS,251,NTMC2T3,up,LOC_Os01g03820,NA,1.60580775,15.01952571,9.353252727,1577,0,0,914,987,67,438,1970
1,1604113,1604266,Os01g0128800_cns010,SV906,DEL,254,NTMC2T3,up,LOC_Os01g03820,NA,1.60580775,15.01952571,9.353252727,1578,0,0,914,987,67,438,1970
1,1604756,1605095,Os01g0128800_cns011,SV905,INS,251,NTMC2T3,up,LOC_Os01g03820,NA,1.60580775,15.01952571,9.353252727,748,145,185,85,158,0,0,1141
1,1604756,1605095,Os01g0128800_cns011,SV906,DEL,254,NTMC2T3,up,LOC_Os01g03820,NA,1.60580775,15.01952571,9.353252727,749,145,185,85,158,0,0,1141
1,1605199,1605422,Os01g0128800_cns012,SV905,INS,251,NTMC2T3,up,LOC_Os01g03820,NA,1.60580775,15.01952571,9.353252727,421,588,0,0,0,0,0,814
1,1605199,1605422,Os01g0128800_cns012,SV906,DEL,254,NTMC2T3,up,LOC_Os01g03820,NA,1.60580775,15.01952571,9.353252727,422,588,0,0,0,0,0,814
1,1876189,1876271,Os01g0134200_cns001,SV1032,INS,2941,NA,down,LOC_Os01g04250,NA,0.005517891,0.00313866,0.5688151,892,641,638,658,371,0,0,38
1,1876364,1876507,Os01g0134200_cns002,SV1032,INS,2941,NA,down,LOC_Os01g04250,NA,0.005517891,0.00313866,0.5688151,656,405,813,833,135,0,0,39
1,1976432,1976574,Os01g0136800_cns001,SV1101,INS,200,NA,up,LOC_Os01g04440,NA,2.061114846,0.334390412,0.162237642,361,0,41,21,0,0,487,4275
1,1976432,1976574,Os01g0136800_cns001,SV1102,INS,337,NA,up,LOC_Os01g04440,NA,2.131579965,0.329504611,0.154582336,224,0,41,21,0,0,487,4275
1,1976606,1976649,Os01g0136800_cns002,SV1101,INS,200,NA,up,LOC_Os01g04440,NA,2.061114846,0.334390412,0.162237642,535,0,215,195,138,12,412,4449
1,1976606,1976649,Os01g0136800_cns002,SV1102,INS,337,NA,up,LOC_Os01g04440,NA,2.131579965,0.329504611,0.154582336,398,0,215,195,138,12,412,4449
1,1976764,1976817,Os01g0136800_cns003,SV1101,INS,200,NA,up,LOC_Os01g04440,NA,2.061114846,0.334390412,0.162237642,693,0,373,353,296,0,244,4607
1,1976764,1976817,Os01g0136800_cns003,SV1102,INS,337,NA,up,LOC_Os01g04440,NA,2.131579965,0.329504611,0.154582336,556,0,373,353,296,0,244,4607
1,1976845,1977005,Os01g0136800_cns004,SV1101,INS,200,NA,up,LOC_Os01g04440,NA,2.061114846,0.334390412,0.162237642,774,0,454,434,377,0,56,4688
1,1976845,1977005,Os01g0136800_cns004,SV1102,INS,337,NA,up,LOC_Os01g04440,NA,2.131579965,0.329504611,0.154582336,637,0,454,434,377,0,56,4688
1,1977026,1977096,Os01g0136800_cns005,SV1101,INS,200,NA,up,LOC_Os01g04440,NA,2.061114846,0.334390412,0.162237642,955,0,635,615,558,0,0,4869
1,1977026,1977096,Os01g0136800_cns005,SV1102,INS,337,NA,up,LOC_Os01g04440,NA,2.131579965,0.329504611,0.154582336,818,0,635,615,558,0,0,4869
1,1986068,1986138,Os01g0136900_cns001,SV1112,DEL,1244,NA,up,LOC_Os01g04470,NA,2.857750713,0.242338958,0.084800594,1063,2592,942,962,877,0,2766,1881
1,1986151,1986382,Os01g0136900_cns002,SV1112,DEL,1244,NA,up,LOC_Os01g04470,NA,2.857750713,0.242338958,0.084800594,819,2348,698,718,633,0,2849,1964
1,1990252,1990301,Os01g0137400_cns001,SV1112,DEL,1244,NA,up,LOC_Os01g04470,NA,2.857750713,0.242338958,0.084800594,1807,0,41,779,87,112,159,1073
1,2014915,2015027,Os01g0137500_cns001,SV1140,Undefined_DEL,6717,RLCK22,up,LOC_Os01g04520,NA,10.45577113,0.20349835,0.019462778,433,0,164,184,149,0,7683,418
1,2015040,2015127,Os01g0137500_cns002,SV1140,Undefined_DEL,6717,RLCK22,up,LOC_Os01g04520,NA,10.45577113,0.20349835,0.019462778,558,0,289,273,274,0,7808,318
1,2015137,2015212,Os01g0137500_cns003,SV1140,Undefined_DEL,6717,RLCK22,up,LOC_Os01g04520,NA,10.45577113,0.20349835,0.019462778,655,0,386,188,371,0,7905,233
1,2015313,2015368,Os01g0137500_cns004,SV1140,Undefined_DEL,6717,RLCK22,up,LOC_Os01g04520,NA,10.45577113,0.20349835,0.019462778,831,0,562,32,547,0,8081,77
1,2015566,2015641,Os01g0137500_cns005,SV1140,Undefined_DEL,6717,RLCK22,up,LOC_Os01g04520,NA,10.45577113,0.20349835,0.019462778,1084,0,815,15,800,99,8334,101
1,2022810,2022845,Os01g0137700_cns012,SV1152,DEL,11747,RLCK23,down,LOC_Os01g04550,"038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.06597008,0.685268667,10.38756767,1993,13272,15,495,53,0,14145,2410
1,2036372,2036425,Os01g0137875_cns001,SV1152,DEL,11747,RLCK23,down,LOC_Os01g04550,"038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.06597008,0.685268667,10.38756767,0,0,2135,2155,2068,91,565,2180
1,2036651,2037203,Os01g0137875_cns002,SV1152,DEL,11747,RLCK23,down,LOC_Os01g04550,"038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.06597008,0.685268667,10.38756767,66,0,1357,1377,1290,0,0,1402
1,2037922,2037942,Os01g0137875_cns003,SV1152,DEL,11747,RLCK23,down,LOC_Os01g04550,"038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.06597008,0.685268667,10.38756767,1337,0,618,638,551,140,912,663
1,2055195,2055218,Os01g0138400_cns001,SV1166,DEL,166,NA,down,LOC_Os01g04580,NA,0.626694847,3.1794,5.0732825,288,0,0,782,0,11,78,36
1,2247286,2247326,Os01g0141600_cns001,SV1260,DEL,173,RUS5,down,LOC_Os01g04860,NA,0.418309578,6.375661714,15.24149111,712,0,395,1615,1432,2,2,1404
1,2247286,2247326,Os01g0141600_cns001,SV1260,DEL,173,RUS5,down,LOC_Os01g04860,NA,0.263161927,1.20057892,4.56213,712,0,395,1615,1432,2,2,1404
1,2247386,2247406,Os01g0141600_cns002,SV1260,DEL,173,RUS5,down,LOC_Os01g04860,NA,0.418309578,6.375661714,15.24149111,812,0,495,1715,1532,102,102,1504
1,2247386,2247406,Os01g0141600_cns002,SV1260,DEL,173,RUS5,down,LOC_Os01g04860,NA,0.263161927,1.20057892,4.56213,812,0,495,1715,1532,102,102,1504
1,2248283,2248323,Os01g0141600_cns003,SV1260,DEL,173,RUS5,down,LOC_Os01g04860,NA,0.418309578,6.375661714,15.24149111,1709,0,1392,2337,2429,52,52,2401
1,2248283,2248323,Os01g0141600_cns003,SV1260,DEL,173,RUS5,down,LOC_Os01g04860,NA,0.263161927,1.20057892,4.56213,1709,0,1392,2337,2429,52,52,2401
1,2386430,2386458,Os01g0144200_cns001,SV1320,INS,363,NA,down,LOC_Os01g05090,NA,0.049465707,0.930358867,18.80815857,340,0,0,0,0,0,0,0
1,2386430,2386458,Os01g0144200_cns001,SV1321,INS,10295,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,523,1749,0,0,0,0,0,0
1,2386430,2386458,Os01g0144200_cns001,SV1322,DEL,273,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,524,1749,0,0,0,0,0,0
1,2387157,2387176,Os01g0144200_cns002,SV1320,INS,363,NA,down,LOC_Os01g05090,NA,0.049465707,0.930358867,18.80815857,358,0,686,726,670,33,377,557
1,2387157,2387176,Os01g0144200_cns002,SV1321,INS,10295,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,175,1031,686,726,670,33,377,557
1,2387157,2387176,Os01g0144200_cns002,SV1322,DEL,273,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,0,1031,686,726,670,33,377,557
1,2387753,2387791,Os01g0144200_cns003,SV1320,INS,363,NA,down,LOC_Os01g05090,NA,0.049465707,0.930358867,18.80815857,954,0,1282,1322,1266,37,37,1153
1,2387753,2387791,Os01g0144200_cns003,SV1321,INS,10295,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,771,416,1282,1322,1266,37,37,1153
1,2387753,2387791,Os01g0144200_cns003,SV1322,DEL,273,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,498,416,1282,1322,1266,37,37,1153
1,2387963,2387982,Os01g0144200_cns004,SV1320,INS,363,NA,down,LOC_Os01g05090,NA,0.049465707,0.930358867,18.80815857,1164,0,1492,1532,1476,113,113,1363
1,2387963,2387982,Os01g0144200_cns004,SV1321,INS,10295,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,981,225,1492,1532,1476,113,113,1363
1,2387963,2387982,Os01g0144200_cns004,SV1322,DEL,273,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,708,225,1492,1532,1476,113,113,1363
1,2388177,2388199,Os01g0144200_cns005,SV1320,INS,363,NA,down,LOC_Os01g05090,NA,0.049465707,0.930358867,18.80815857,1378,0,1706,1746,1690,327,327,1577
1,2388177,2388199,Os01g0144200_cns005,SV1321,INS,10295,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,1195,8,1706,1746,1690,327,327,1577
1,2388177,2388199,Os01g0144200_cns005,SV1322,DEL,273,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,922,8,1706,1746,1690,327,327,1577
1,2388745,2388779,Os01g0144300_cns001,SV1320,INS,363,NA,down,LOC_Os01g05090,NA,0.049465707,0.930358867,18.80815857,1946,133,2274,2281,2258,110,111,1795
1,2388745,2388779,Os01g0144300_cns001,SV1321,INS,10295,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,1763,0,2274,2281,2258,110,111,1795
1,2388745,2388779,Os01g0144300_cns001,SV1322,DEL,273,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,1490,0,2274,2281,2258,110,111,1795
1,2388851,2388916,Os01g0144300_cns002,SV1321,INS,10295,NA,up,LOC_Os01g05100,NA,3.702828777,0.365995333,0.098842089,1869,0,2164,2144,2143,0,0,1658
